team_id1,team_id2
1,84
1,41
1,36
1,17
1,80
1,100
1,11
1,88
1,53
1,85
1,138
1,122
1,130
1,70
1,57
1,130
1,142
1,96
1,105
1,143
1,74
2,146
2,65
2,141
2,35
2,46
2,66
2,129
2,70
2,38
2,119
2,48
2,4
2,96
2,80
2,20
2,115
2,109
2,90
2,130
2,144
2,125
2,79
2,42
2,34
2,62
2,116
2,82
2,87
2,16
2,48
2,90
3,56
3,111
3,41
3,105
3,89
3,44
3,54
3,114
3,123
3,127
3,24
3,138
3,102
3,33
4,128
4,80
4,126
4,37
4,97
4,17
4,64
4,92
4,46
4,58
4,103
4,125
4,73
4,71
4,105
4,79
4,76
4,138
4,128
4,80
4,66
4,98
4,123
4,70
4,38
4,119
4,48
4,96
4,80
4,73
4,95
4,24
4,131
5,36
5,74
5,45
5,138
5,25
5,13
5,37
5,48
5,108
5,116
5,26
5,141
5,145
5,148
5,25
5,34
5,80
5,59
5,8
6,13
6,75
6,100
6,38
6,126
6,84
6,131
6,92
6,58
6,48
6,135
6,95
6,148
6,73
6,11
6,53
6,20
6,90
6,91
6,37
7,76
7,40
7,21
7,69
7,110
7,130
7,43
7,74
7,81
7,140
7,79
7,113
8,141
8,66
8,46
8,80
8,116
8,109
8,14
8,107
8,80
8,59
8,86
8,71
8,58
8,109
8,11
8,76
8,75
8,75
8,56
8,16
8,106
8,108
8,76
8,77
8,122
8,100
9,94
9,65
9,126
9,49
9,43
9,40
9,110
9,61
9,41
9,66
9,82
9,133
9,70
9,56
9,79
9,62
9,43
9,28
10,73
10,99
10,76
10,123
10,32
10,102
11,88
11,53
11,85
11,138
11,18
11,122
11,67
11,147
11,48
11,49
11,19
11,15
11,13
11,15
11,113
11,89
11,75
11,23
11,148
11,73
11,53
11,48
11,67
11,28
12,22
12,51
12,115
12,18
12,92
13,37
13,48
13,108
13,42
13,52
13,45
13,75
13,15
13,113
13,89
13,75
13,23
13,101
13,62
13,146
13,114
13,122
13,52
13,141
13,18
13,42
13,52
13,45
13,92
13,28
13,23
13,51
13,20
14,109
14,107
14,89
14,19
14,16
14,108
14,145
14,85
14,106
14,105
14,50
14,66
14,118
14,144
14,93
15,41
15,113
15,101
15,145
15,106
15,132
15,34
15,125
15,44
15,43
15,113
15,89
15,75
15,23
15,134
15,107
15,105
15,77
15,126
15,118
15,37
15,52
15,123
15,140
15,24
15,43
15,111
15,120
15,61
15,133
15,41
15,19
15,34
15,62
15,86
15,102
15,118
16,103
16,138
16,127
16,92
16,98
16,47
16,75
16,114
16,104
16,95
16,23
16,59
16,35
16,62
16,54
16,52
16,87
16,48
16,29
16,111
16,88
16,59
16,32
16,108
16,98
16,89
16,19
16,108
16,76
16,75
16,75
16,56
16,106
17,122
17,144
17,126
17,37
17,97
17,64
17,89
17,120
17,91
17,36
17,80
17,100
18,32
18,138
18,19
18,33
18,122
18,92
18,77
18,23
18,91
18,48
18,77
18,76
18,38
18,23
18,144
18,130
18,45
18,48
18,94
18,33
18,88
18,146
18,76
18,51
18,105
18,148
18,143
18,23
18,74
18,103
19,55
19,117
19,22
19,29
19,55
19,83
19,28
19,120
19,32
19,80
19,127
19,120
19,75
19,139
19,102
19,22
19,73
19,134
19,89
19,108
19,147
19,143
19,141
19,32
19,138
19,33
20,115
20,109
20,90
20,130
20,144
20,90
20,28
20,122
20,144
20,70
20,123
20,51
20,63
20,89
20,98
20,41
20,51
20,108
20,99
21,90
21,45
21,99
21,66
21,46
21,37
21,38
21,129
21,94
21,85
21,129
21,96
21,37
21,90
21,115
21,76
21,40
21,96
22,41
22,57
22,57
22,70
22,51
22,115
22,55
22,117
22,29
22,55
22,83
22,140
22,114
22,120
22,75
22,139
22,102
22,73
22,134
22,70
22,101
22,43
22,80
22,50
22,104
22,122
22,103
22,110
22,82
22,77
22,94
22,83
23,82
23,146
23,134
23,43
23,77
23,43
23,95
23,59
23,35
23,62
23,54
23,52
23,77
23,91
23,48
23,77
23,84
23,29
23,106
23,107
23,54
23,133
23,134
23,83
23,109
23,76
23,38
23,144
23,143
23,74
23,47
23,108
23,113
23,89
23,75
23,92
23,28
24,43
24,111
24,138
24,102
24,33
24,100
24,67
24,37
24,71
24,58
24,73
24,95
24,131
24,64
24,98
25,59
25,149
25,74
25,112
25,73
25,64
25,141
25,145
25,148
25,34
25,82
25,68
25,138
25,87
25,37
25,101
25,93
26,73
26,60
26,95
26,116
27,68
27,74
27,94
27,137
27,87
27,34
27,60
27,126
27,73
27,52
27,92
27,57
27,72
27,92
27,78
28,120
28,32
28,80
28,127
28,79
28,62
28,43
28,38
28,131
28,36
28,73
28,75
28,48
28,67
28,100
28,92
28,90
29,111
29,84
29,84
29,106
29,107
29,54
29,105
29,30
29,68
29,44
29,91
29,78
29,55
29,112
29,108
29,55
29,117
29,55
29,83
30,94
30,32
30,39
30,139
30,137
30,139
30,130
30,90
30,84
30,105
31,89
31,94
31,72
31,63
31,67
31,91
31,54
31,81
32,138
32,79
32,116
32,33
32,98
32,46
32,85
32,123
32,94
32,138
32,33
32,120
32,80
32,127
32,75
32,146
32,39
32,75
32,146
32,88
32,59
32,108
32,73
32,99
32,76
32,123
33,114
33,85
33,107
33,110
33,101
33,115
33,116
33,98
33,46
33,138
33,102
33,130
33,45
33,48
33,94
33,138
34,62
34,86
34,102
34,132
34,125
34,44
34,43
34,138
34,129
34,125
34,79
34,42
34,62
34,116
34,82
34,94
34,137
34,87
34,60
34,141
34,145
34,148
35,95
35,59
35,62
35,54
35,52
35,46
35,66
35,129
35,36
35,38
35,107
35,56
36,84
36,38
36,74
36,45
36,80
36,100
36,40
36,87
36,103
36,38
36,131
36,73
36,75
36,82
36,84
37,100
37,67
37,71
37,58
37,126
37,97
37,64
37,48
37,108
37,101
37,93
37,105
37,77
37,126
37,118
37,52
37,123
37,140
37,64
37,114
37,129
37,96
37,90
37,56
37,90
37,45
37,99
37,66
37,46
37,38
38,126
38,84
38,131
38,92
38,58
38,48
38,70
38,119
38,48
38,96
38,80
38,131
38,73
38,75
38,76
38,144
38,90
38,45
38,99
38,66
38,46
38,56
38,119
38,121
38,115
38,133
39,139
39,137
39,57
39,68
39,83
39,48
39,120
39,147
39,57
39,68
39,83
39,48
40,87
40,103
40,66
40,121
40,142
40,57
40,127
40,76
40,54
40,84
40,132
40,120
40,126
40,49
40,43
41,66
41,82
41,133
41,70
41,113
41,101
41,145
41,106
41,57
41,57
41,70
41,56
41,111
41,105
41,89
41,44
41,120
41,61
41,133
41,84
41,63
41,89
41,98
42,52
42,45
42,75
42,114
42,123
42,125
42,79
42,62
42,116
42,82
42,82
42,94
42,91
42,60
42,117
43,110
43,60
43,79
43,62
43,70
43,101
43,80
43,50
43,104
43,122
43,111
43,82
43,146
43,134
43,77
43,140
43,52
43,82
43,146
43,134
43,77
43,126
43,49
43,132
43,125
43,44
43,69
43,110
43,130
43,74
44,68
44,91
44,78
44,135
44,52
44,79
44,132
44,125
44,56
44,111
44,105
44,89
45,130
45,48
45,94
45,133
45,119
45,90
45,99
45,66
45,46
45,52
45,74
46,69
46,59
46,98
46,63
46,66
46,129
46,141
46,66
46,80
46,116
46,90
46,99
46,66
46,92
46,58
46,103
46,116
46,98
47,108
47,95
47,119
47,82
47,133
47,92
47,98
47,75
47,114
47,89
47,97
47,112
47,63
47,106
47,92
48,67
48,130
48,94
48,77
48,91
48,77
48,135
48,52
48,136
48,66
48,58
48,67
48,144
48,97
48,82
48,121
48,70
48,119
48,96
48,80
48,110
48,109
48,114
48,108
48,87
48,67
48,147
48,67
48,94
48,135
48,77
48,129
48,62
48,144
48,57
48,68
48,83
48,126
48,84
48,131
48,92
48,58
49,140
49,126
50,70
50,101
50,80
50,104
50,122
50,106
50,105
50,66
50,118
50,144
50,93
51,93
51,75
51,146
51,108
51,99
51,115
51,146
51,76
51,129
51,92
51,57
51,146
51,141
52,135
52,136
52,87
52,135
52,133
52,60
52,85
52,140
52,135
52,79
52,110
52,75
52,105
52,77
52,126
52,118
52,123
52,140
52,141
52,126
52,73
52,95
52,59
52,62
52,54
53,88
53,85
53,138
53,148
53,73
54,70
54,69
54,95
54,59
54,62
54,114
54,84
54,106
54,107
54,84
54,132
54,120
54,63
54,67
54,91
55,64
55,123
55,117
55,83
55,112
55,108
55,117
55,83
55,70
55,141
55,59
55,97
56,119
56,121
56,115
56,133
56,111
56,105
56,89
56,76
56,75
56,75
56,106
56,90
56,107
57,140
57,68
57,83
57,72
57,66
57,121
57,142
57,127
57,70
57,130
57,142
57,96
57,70
57,70
57,129
57,92
57,116
57,95
58,61
58,87
58,121
58,146
58,100
58,67
58,71
58,86
58,71
58,109
58,66
58,67
58,144
58,97
58,82
58,121
58,126
58,84
58,131
58,92
58,92
58,103
59,95
59,62
59,88
59,108
59,69
59,98
59,63
59,70
59,141
59,97
59,91
59,91
59,115
59,126
59,101
59,80
59,72
59,122
60,75
60,73
60,95
60,110
60,117
60,97
60,87
60,135
60,133
60,94
60,137
60,87
61,87
61,121
61,146
61,110
61,120
61,133
62,79
62,86
62,102
62,95
62,129
62,144
62,101
62,146
62,114
62,125
62,79
62,116
62,82
63,89
63,98
63,106
63,92
63,67
63,91
63,84
63,77
63,139
63,112
63,112
63,132
63,69
63,98
64,106
64,142
64,106
64,142
64,98
64,129
64,120
64,127
64,144
64,74
64,126
64,97
64,123
65,94
65,141
66,98
66,123
66,82
66,133
66,70
66,67
66,144
66,97
66,82
66,121
66,121
66,142
66,127
66,141
66,80
66,116
66,129
66,90
66,99
66,106
66,105
66,118
66,144
66,93
67,108
67,131
67,100
67,71
67,94
67,135
67,77
67,147
67,144
67,97
67,82
67,121
67,102
67,91
68,91
68,78
68,83
68,74
68,108
68,75
68,131
68,82
69,110
69,130
69,74
69,98
69,70
69,148
69,75
70,119
70,96
70,80
70,101
70,80
70,104
70,122
70,123
70,137
70,131
70,141
70,97
70,110
70,130
70,142
70,96
70,82
70,133
70,137
70,131
70,140
70,129
71,125
71,73
71,105
71,79
71,76
71,138
71,100
71,86
71,109
72,122
72,140
72,118
72,103
72,89
72,94
73,95
73,95
73,131
73,99
73,76
73,123
73,125
73,105
73,79
73,76
73,138
73,148
73,131
73,75
73,120
73,75
73,139
73,102
73,134
73,149
73,74
73,112
73,126
74,131
74,107
74,121
74,92
74,138
74,149
74,112
74,143
74,105
74,143
74,120
74,127
74,144
74,110
74,130
75,146
75,114
75,123
75,76
75,106
75,120
75,139
75,102
75,134
75,76
75,106
75,93
75,146
75,89
75,86
75,131
75,92
75,98
75,114
75,113
75,89
75,110
75,131
76,106
76,144
76,146
76,108
76,99
76,123
76,125
76,105
76,79
76,138
77,91
77,105
77,126
77,118
77,123
77,140
77,122
77,100
77,84
77,139
77,112
77,82
77,94
77,83
77,82
77,146
77,134
77,94
77,135
77,91
78,84
78,92
78,91
79,125
79,116
79,82
79,125
79,105
79,138
79,81
79,140
79,113
79,138
79,135
80,98
80,101
80,104
80,122
80,120
80,127
80,141
80,116
80,100
80,128
80,119
80,96
81,140
81,113
82,94
82,91
82,133
82,146
82,134
82,119
82,133
82,94
82,83
82,144
82,97
82,121
82,125
82,116
83,109
83,94
83,117
83,144
83,147
84,106
84,107
84,139
84,112
84,126
84,131
84,92
84,132
84,120
84,139
84,130
84,90
85,123
85,88
85,138
85,129
85,94
85,114
86,109
86,102
86,89
87,135
87,133
87,121
87,146
87,103
87,94
87,137
88,108
88,138
89,108
89,98
89,120
89,91
89,94
89,113
89,97
89,112
89,111
89,105
90,91
90,99
90,115
90,115
90,109
90,130
90,144
90,139
90,130
90,122
90,126
91,115
91,126
91,101
91,115
91,126
91,101
91,99
91,145
91,94
91,120
92,98
92,114
92,103
92,126
92,131
92,129
92,124
92,148
92,100
92,121
92,138
92,106
93,117
93,133
93,146
93,118
93,101
93,106
93,105
93,118
93,144
94,137
94,135
94,129
94,130
94,113
94,130
94,114
95,111
95,130
95,135
95,116
95,131
95,112
96,129
96,130
96,142
96,119
97,141
97,102
97,112
97,126
97,141
97,144
97,121
97,112
98,114
98,123
98,116
99,145
99,123
99,108
100,148
100,122
100,124
100,148
101,104
101,122
101,113
101,145
101,106
101,146
101,114
101,110
101,115
101,115
101,126
102,141
102,112
102,120
102,139
102,134
102,138
102,132
103,110
103,117
103,140
103,118
104,122
104,132
104,125
104,132
104,125
105,126
105,118
105,123
105,140
105,143
105,148
105,125
105,138
105,122
105,106
105,118
105,144
105,111
106,118
106,144
106,142
106,142
106,107
106,142
106,142
106,117
106,127
106,127
106,137
106,113
106,145
107,131
107,134
107,109
108,131
108,112
109,110
109,114
109,115
109,130
109,144
110,114
110,115
110,130
111,130
112,132
112,141
112,149
112,139
113,130
113,114
113,145
113,134
113,140
114,123
114,140
114,130
114,146
115,126
115,130
115,144
115,119
115,121
115,133
116,125
116,141
117,127
117,127
117,137
118,126
118,123
118,140
118,140
118,144
119,133
119,121
119,133
119,133
120,127
120,144
120,139
120,134
120,127
120,133
120,147
120,132
121,142
121,127
121,133
121,138
121,146
121,144
122,144
122,130
122,144
123,127
123,126
123,140
124,148
125,138
125,132
125,132
126,140
126,131
127,144
127,137
127,137
127,142
127,138
129,144
129,140
129,138
130,139
130,142
130,144
131,137
133,135
133,134
134,146
134,139
135,136
135,149
136,145
137,139
141,145
141,148
141,146
141,147
141,143
143,147
144,147
145,148